PlayerId;Age;Height;Weigh;Value;Wage;Crossing;Finishing;Heading accuracy;Short passing;Volleys;Dribbling;Curve;FK Accuracy;Long passing;Ball control;Acceleration;Sprint speed;Agility;Reactions;Balance;Shot power;Jumping;Stamina;Strength;Long shots;Aggression;Interceptions;Att. Position;Vision;Penalties;Composure;Defensive awareness;Standing tackle;Sliding tackle;GK Diving;GK Handling;GK Kicking;GK Positioning;GK Reflexes;NationalityId;PositionId;FootId
423;33;170;62;600000;11000;66;58;52;72;54;66;66;59;66;68;64;51;81;67;88;67;55;68;50;56;70;67;67;64;60;76;70;67;63;10;13;12;6;8;56;26;1
1605;25;178;69;5500000;17000;58;59;68;77;54;73;65;47;75;76;64;55;73;75;71;67;74;79;73;55;73;75;67;72;55;73;74;76;73;6;11;7;9;7;95;28;1
5946;21;182;73;17000000;60000;66;72;40;71;67;85;75;63;64;81;89;90;86;74;77;73;67;64;64;72;53;30;67;67;61;72;41;31;36;5;13;6;12;15;60;26;2
6455;21;195;82;1100000;550;13;7;13;32;8;7;12;12;28;17;21;25;31;53;21;43;59;18;75;5;28;11;6;32;19;27;5;12;14;67;61;57;63;67;73;13;1
6568;25;174;67;1400000;2000;65;59;56;74;62;70;76;75;67;72;81;80;82;64;84;71;72;70;60;69;50;59;63;66;67;59;47;56;50;15;10;6;7;9;108;28;1
2397;25;188;80;30500000;21000;65;60;81;78;42;73;60;72;76;77;77;79;74;82;55;74;85;80;84;68;75;79;69;68;69;77;80;81;83;14;12;6;7;14;83;22;2
3299;22;184;79;4200000;17000;66;64;52;67;58;74;65;57;53;73;80;82;76;66;73;70;71;67;68;64;56;30;69;64;60;63;48;48;47;10;14;10;15;12;74;26;1
4767;30;193;92;1000000;6000;38;27;69;61;31;45;29;30;37;57;39;61;43;64;42;55;73;58;90;25;68;66;28;45;43;67;67;67;65;16;13;14;13;11;93;9;1
5553;26;176;69;1600000;9000;45;57;63;72;41;66;50;44;68;71;65;54;65;62;77;62;70;74;67;69;61;65;55;63;48;63;66;71;68;11;7;11;7;5;9;16;1
5913;23;172;62;25000000;68000;76;75;49;75;68;84;68;56;62;81;89;87;86;74;86;77;71;70;63;73;55;41;75;76;62;69;32;23;17;6;13;7;12;6;24;4;2
6068;26;178;68;11500000;65000;76;53;72;76;43;77;75;43;68;76;83;81;76;73;75;69;80;72;60;58;75;73;76;73;42;74;71;75;72;11;14;9;5;12;9;21;2
3162;31;189;82;1300000;10000;20;30;72;62;15;38;20;24;61;62;48;39;47;70;44;36;75;68;77;18;74;74;24;23;30;69;73;73;70;9;16;6;10;9;108;22;2
1081;28;187;75;850000;3000;13;13;17;29;9;17;14;18;26;28;44;49;30;67;65;48;60;26;58;19;21;21;18;23;20;22;10;14;12;67;65;64;66;69;95;13;1
3671;25;188;84;19000000;38000;69;80;72;75;77;75;80;77;65;78;74;73;69;78;66;83;83;75;76;75;67;32;81;73;76;75;38;32;26;10;5;10;7;6;93;26;1
6952;25;179;66;1600000;4000;68;44;62;65;50;70;62;40;61;69;76;77;80;67;71;46;76;83;69;47;68;63;63;60;46;65;62;62;63;7;12;12;5;14;24;21;2
6839;21;188;82;325000;550;59;25;50;52;22;51;46;26;33;55;63;66;53;50;47;37;62;63;69;28;48;51;42;37;39;42;48;55;53;10;11;9;13;5;108;16;2
5675;30;179;72;4700000;71000;64;57;61;77;39;68;69;56;75;74;52;52;65;74;62;78;65;71;68;69;73;74;63;69;62;75;73;73;72;7;15;15;12;6;105;26;1
3019;29;192;83;17500000;57000;49;43;78;69;39;59;49;41;65;66;56;69;49;79;47;60;82;70;85;66;81;82;49;48;34;70;83;83;81;12;8;13;8;7;75;20;1
697;18;180;70;275000;800;48;25;49;40;24;42;40;33;35;38;70;72;68;51;68;33;69;61;64;28;50;52;45;35;38;39;54;55;54;5;6;6;9;9;1;16;1
938;22;175;73;675000;1000;55;60;60;64;62;58;45;46;53;59;65;63;55;59;73;66;67;65;60;57;35;12;61;54;65;56;12;28;26;14;10;7;11;12;95;26;1
4326;20;179;77;875000;2000;39;62;58;60;59;69;47;34;36;63;77;67;73;55;76;60;69;52;58;58;49;13;61;51;61;51;14;18;15;14;15;6;12;14;93;16;1
2534;29;195;91;2300000;11000;14;10;14;31;8;15;14;15;31;20;44;40;45;73;29;54;65;39;70;9;36;13;12;58;20;60;17;12;13;73;71;72;71;74;79;13;2
4362;22;190;85;2300000;5000;31;25;70;60;28;37;29;26;54;60;39;52;33;64;39;41;71;72;83;26;70;64;30;30;34;59;65;71;67;13;6;9;10;10;23;9;1
929;26;180;76;1300000;3000;64;59;42;71;58;72;61;60;66;67;75;74;71;67;64;63;65;61;72;55;46;41;62;63;57;57;48;46;41;9;7;10;10;5;95;26;1
2629;21;170;59;4200000;6000;61;69;56;67;66;75;66;66;57;73;82;77;85;65;80;62;64;71;46;65;64;18;68;64;60;68;15;26;28;11;8;13;9;10;66;10;1
560;26;185;80;1900000;17000;60;53;54;72;62;69;58;54;71;68;61;56;63;65;67;63;62;64;62;58;84;66;50;65;59;63;68;71;71;14;9;10;10;9;60;27;1
5413;26;175;66;3300000;25000;72;70;51;74;58;75;69;56;66;73;74;69;75;72;80;79;71;69;72;79;75;59;75;72;58;65;58;64;63;7;8;15;15;15;9;26;1
664;26;175;72;1200000;7000;56;53;63;64;57;64;57;35;57;63;76;84;66;63;83;58;82;81;80;53;78;69;57;59;45;62;65;70;72;13;8;12;13;9;60;26;1
3951;17;176;62;525000;550;54;43;29;63;40;59;57;52;59;58;72;69;71;46;65;49;34;46;30;52;41;42;48;60;55;50;40;49;41;8;10;7;9;13;23;26;1
5419;20;172;73;3300000;11000;66;41;62;71;59;68;65;31;70;63;70;73;65;70;62;66;69;65;60;54;60;64;59;58;42;64;66;71;70;15;10;11;11;13;9;26;2
700;28;193;78;875000;7000;53;45;66;60;24;61;37;24;57;56;70;85;44;60;44;47;74;54;86;26;66;65;54;56;31;58;64;65;63;13;13;8;10;8;60;16;1
5651;16;186;77;130000;500;13;8;12;24;9;11;14;10;20;16;29;22;36;42;35;38;35;26;43;6;24;14;6;31;19;29;8;11;11;53;47;51;44;56;60;16;1
1611;22;187;75;4800000;42000;47;77;71;67;64;72;51;53;45;76;63;65;58;68;57;69;77;66;72;68;60;18;74;58;69;68;27;34;31;11;8;13;13;7;63;26;1
935;19;185;75;600000;750;44;62;59;58;59;58;46;39;36;59;64;63;55;57;58;60;62;59;57;55;35;13;59;49;70;56;11;12;16;6;12;9;14;11;95;26;1
4079;24;196;73;1600000;5000;48;53;72;57;30;56;51;28;61;58;35;44;33;63;38;55;74;72;85;31;72;67;56;51;39;61;69;66;63;12;9;15;14;7;60;22;1
3829;18;192;81;500000;500;18;8;12;22;8;12;13;9;23;22;27;31;29;42;24;41;54;18;63;6;21;8;6;35;11;26;7;12;9;64;57;54;58;61;38;16;1
7250;25;185;78;1200000;5000;60;33;58;60;26;64;46;26;49;61;73;74;64;62;67;39;74;79;71;31;58;65;51;44;36;51;63;66;62;10;16;6;16;16;60;26;2
1468;18;169;60;525000;1000;56;53;42;56;55;65;62;56;52;64;68;62;75;54;89;60;36;43;33;52;48;29;52;55;52;60;42;39;38;10;13;7;8;14;95;16;2
5776;23;178;70;8000000;49000;75;66;56;76;55;76;74;31;65;77;80;77;77;73;75;67;71;69;60;55;67;71;77;75;61;76;73;73;69;6;11;7;8;7;60;16;2
1084;29;184;81;600000;2000;29;25;66;58;26;47;29;23;45;52;50;56;55;62;61;38;70;79;75;22;63;65;25;27;40;60;64;67;62;11;11;13;6;6;95;22;1
3588;21;187;81;2100000;6000;34;22;62;63;26;44;33;32;57;57;73;79;65;61;54;35;78;62;75;22;63;67;26;42;34;54;66;70;65;7;14;9;6;15;93;16;2
5404;22;187;85;3500000;16000;42;26;71;65;31;58;33;33;62;64;61;60;62;68;55;64;82;68;83;26;70;71;44;59;45;64;72;70;70;11;8;10;9;5;36;22;2
6431;28;180;70;1900000;4000;66;68;67;72;75;70;64;66;70;73;72;69;72;71;80;76;74;74;67;75;68;71;70;70;61;72;70;69;67;10;9;7;15;7;108;6;2
4499;18;182;74;600000;1000;57;39;49;56;30;54;46;49;50;56;68;68;64;56;61;44;57;64;59;35;54;57;49;47;55;56;57;57;55;6;13;11;10;13;93;16;1
5511;35;184;72;1100000;12000;77;56;75;72;35;62;65;51;55;69;68;68;55;73;52;67;80;80;74;54;74;74;62;65;42;64;73;76;76;10;12;5;9;8;9;26;1
6705;26;173;72;23000000;18000;74;76;42;73;69;85;61;48;66;83;85;86;86;75;78;59;61;84;52;59;51;72;74;76;65;71;70;57;48;14;6;13;10;9;1;23;1
2132;25;182;78;1600000;4000;45;35;71;72;23;29;35;48;59;67;49;39;52;62;53;48;72;51;71;64;64;64;15;28;42;54;65;74;70;7;12;5;8;5;9;26;1
5288;23;185;73;4500000;14000;70;49;64;67;51;70;70;45;69;73;72;75;65;72;55;64;74;85;69;45;71;67;59;62;48;72;66;70;66;14;9;12;10;8;9;1;2
1706;19;183;75;3300000;3000;65;35;58;65;30;65;58;30;60;66;81;78;75;66;67;55;75;75;67;40;66;67;52;58;40;58;65;68;65;10;13;10;13;14;129;7;1
2013;33;175;68;1200000;8000;68;73;65;74;59;75;66;55;62;72;81;82;78;70;78;70;63;65;37;56;53;66;70;59;64;62;61;72;68;7;11;6;12;12;9;26;1
4231;28;181;74;925000;5000;67;54;59;63;46;69;58;38;54;65;77;80;79;62;77;63;77;75;73;57;62;57;64;59;65;65;57;64;63;7;8;16;13;14;23;26;2
6315;33;186;81;625000;2000;35;34;59;70;31;59;47;52;68;67;47;51;49;65;61;72;72;90;90;67;64;65;62;63;53;59;55;68;60;15;5;7;15;7;108;29;2
6708;23;181;77;27000000;16000;45;81;75;74;76;78;67;46;62;79;75;74;67;81;69;76;86;75;81;70;45;16;84;67;69;77;22;20;19;13;11;6;14;7;1;14;1
5142;27;175;73;22500000;33000;76;77;58;77;70;83;76;75;70;81;86;83;87;79;88;76;73;80;59;72;76;65;80;77;69;83;65;65;64;14;16;8;6;13;9;26;1
2501;18;178;68;2200000;2000;46;52;42;62;55;72;62;41;59;74;78;75;83;69;62;54;48;50;41;44;49;42;58;68;52;69;38;52;36;12;11;10;7;8;64;16;1
1593;19;172;61;2400000;5000;57;58;44;71;48;73;66;46;69;73;68;62;76;66;85;58;41;46;35;56;41;58;65;69;52;68;51;59;47;12;8;8;10;15;95;26;1
5529;25;192;82;26500000;20000;16;6;10;55;8;12;15;8;52;14;40;42;38;78;35;59;63;40;65;8;22;15;9;67;14;45;9;10;9;80;79;79;81;83;9;13;1
789;31;181;68;975000;4000;55;68;65;66;42;62;47;53;67;67;74;71;77;67;59;62;81;91;80;62;66;69;63;63;56;66;61;67;64;15;16;12;11;10;111;29;1
676;32;178;74;600000;6000;69;60;45;63;54;65;67;56;60;64;75;76;76;63;69;68;65;70;69;58;61;60;62;62;53;63;62;61;59;14;14;11;10;7;60;1;2
7616;23;173;69;1700000;7000;64;34;52;65;45;67;45;46;64;64;72;76;73;64;81;63;62;78;55;42;63;65;57;53;55;55;63;67;65;6;10;14;14;11;36;7;1
694;34;188;80;350000;6000;43;67;66;63;66;60;56;61;46;66;50;53;62;66;56;70;72;71;80;63;71;21;67;63;70;68;24;23;29;7;13;15;8;15;60;26;1
4749;30;187;78;850000;5000;50;67;65;65;70;68;63;42;58;67;62;67;66;65;66;68;74;50;75;64;73;36;64;65;60;63;33;24;14;16;13;15;14;10;64;26;1
1980;26;184;77;2200000;7000;70;71;39;66;54;74;69;68;65;73;76;74;79;65;66;68;52;65;47;70;57;35;67;66;71;66;36;25;30;10;10;11;9;13;9;26;2
4505;29;176;70;1400000;15000;67;60;44;65;25;66;47;35;63;65;84;80;80;67;81;68;67;81;69;60;64;66;66;48;37;56;64;65;62;8;10;14;14;8;66;18;1
6726;21;177;73;1300000;2000;65;46;38;70;59;65;64;58;69;69;67;60;62;60;70;60;51;61;56;63;55;57;58;63;60;66;56;58;54;7;12;8;10;13;24;16;1
5901;21;184;73;2900000;14000;51;34;68;66;29;56;39;32;65;62;65;76;57;67;65;51;75;65;75;40;70;71;48;51;33;65;68;69;68;7;15;5;8;12;60;16;1
6845;25;185;82;950000;1000;54;48;64;67;42;60;49;50;64;64;71;76;62;66;69;67;74;66;70;55;75;61;49;63;51;58;62;61;60;11;8;9;8;11;108;28;1
1331;22;178;75;3400000;16000;59;50;52;70;36;72;53;44;71;70;77;72;71;69;78;68;71;76;69;68;70;68;65;56;44;67;69;70;66;11;10;14;10;9;95;16;1
554;19;180;68;400000;900;42;49;55;64;37;64;45;36;59;61;66;58;60;51;58;54;64;53;62;45;51;47;53;55;45;57;36;49;43;8;15;12;10;10;111;16;1
3963;26;187;84;2600000;19000;47;44;70;69;28;51;30;29;67;60;65;65;65;70;63;62;78;76;79;54;81;71;39;61;28;64;73;74;69;7;16;15;7;13;93;22;2
4722;29;183;80;1100000;9000;17;16;10;37;15;22;22;15;30;24;59;60;50;68;44;56;66;32;63;14;28;25;20;51;24;41;22;14;11;71;65;75;67;73;93;26;1
7357;22;177;69;900000;3000;53;61;56;59;50;72;52;48;48;64;73;71;69;51;68;67;63;70;53;52;36;18;54;51;60;56;27;33;29;10;11;7;15;11;36;26;2
5812;19;175;60;375000;7000;46;36;52;62;43;60;45;49;60;60;56;57;57;55;74;55;51;45;53;40;60;54;39;56;57;50;52;57;54;9;8;12;9;10;60;16;1
1090;21;188;74;1900000;2000;61;70;70;67;48;64;40;52;45;68;64;63;57;51;69;65;70;67;64;63;39;13;70;61;69;64;12;13;16;5;11;6;7;9;129;15;2
3543;30;185;82;35500000;74000;74;67;65;87;50;73;76;77;85;83;48;50;51;82;61;90;69;85;78;79;91;76;76;82;65;78;78;79;75;7;8;11;7;13;74;29;2
4106;19;188;73;4700000;9000;64;51;71;73;37;69;60;61;74;73;58;73;60;71;53;61;75;74;71;56;75;69;53;58;42;71;70;74;70;6;6;15;6;5;23;20;1
2391;18;183;72;1200000;1000;39;68;54;62;67;69;62;44;37;71;72;69;79;61;74;55;52;55;41;56;29;24;65;58;61;58;21;20;21;13;8;7;13;9;64;16;1
2522;29;203;92;3200000;7000;14;19;19;30;19;19;24;14;39;25;35;34;40;74;60;50;64;42;69;20;21;16;15;32;19;54;10;15;13;76;72;67;72;74;64;26;2
1444;27;191;87;2500000;13000;44;29;74;63;34;49;36;28;60;63;38;42;53;73;42;53;75;69;84;35;62;73;34;47;39;69;74;73;72;11;9;14;10;15;95;22;2
5410;27;193;83;2500000;18000;69;70;72;73;70;69;52;54;68;67;70;76;66;75;49;76;82;71;76;69;68;39;73;66;67;67;38;48;34;14;15;13;7;13;55;15;1
6309;37;195;90;110000;900;12;17;13;36;13;18;14;16;37;22;16;18;22;64;40;50;53;33;65;18;18;10;10;55;21;64;27;10;12;63;70;67;70;63;108;13;2
7238;27;180;80;2000000;10000;68;63;51;75;66;74;73;70;72;76;69;65;78;58;79;79;70;73;76;72;66;64;67;75;72;76;66;63;60;8;14;14;6;6;120;17;1
2251;29;177;76;850000;3000;64;65;62;68;65;68;71;73;66;67;70;65;66;56;80;78;79;62;82;70;62;51;63;67;71;72;42;55;56;12;13;8;8;10;9;16;1
4734;26;186;80;425000;4000;60;54;53;59;42;62;39;37;55;61;72;68;65;59;64;57;73;65;76;42;63;59;58;51;43;54;58;57;56;7;10;6;15;9;93;16;1
5916;31;174;70;8500000;65000;80;71;61;81;64;80;83;74;77;80;72;67;81;77;78;75;68;66;57;75;49;58;77;80;72;76;60;54;49;16;7;15;6;14;9;26;2
295;32;194;94;1000000;17000;39;26;71;63;23;44;33;34;53;56;48;50;34;67;36;43;71;68;87;20;80;68;35;38;40;66;70;70;64;6;10;14;10;7;60;20;1
2626;21;179;73;1700000;2000;67;57;42;65;49;67;67;64;55;65;78;88;76;57;62;64;49;67;43;57;49;29;55;64;59;62;43;46;31;10;15;9;11;7;67;23;2
3058;22;186;78;9500000;40000;72;65;62;77;64;75;72;75;75;76;65;64;68;76;59;77;69;70;67;73;68;70;71;76;60;78;66;69;62;14;12;9;10;14;95;26;1
408;20;194;77;90000;1000;12;9;10;18;9;10;24;10;23;28;18;27;24;43;21;36;44;26;55;7;20;12;7;22;19;34;6;14;14;50;51;48;48;52;56;16;1
2129;21;175;70;1800000;2000;64;29;52;60;23;62;59;51;57;63;72;72;66;66;68;45;66;69;63;26;52;64;62;49;38;51;59;61;64;9;5;7;9;5;9;26;2
1581;21;179;70;8500000;15000;68;55;58;77;47;75;66;57;74;75;65;66;76;73;71;61;65;77;60;58;75;75;64;74;55;74;72;73;66;11;6;7;14;10;95;28;1
1879;31;174;71;1200000;6000;67;50;59;61;37;64;65;33;58;63;79;80;71;66;69;63;77;84;71;52;66;67;67;62;41;60;66;68;64;6;11;10;10;7;9;7;1
2254;17;182;78;375000;500;34;23;58;43;32;44;31;35;28;50;57;56;59;51;66;45;60;63;58;21;57;58;32;35;41;45;56;63;58;5;9;5;9;6;9;16;1
4210;23;185;73;2500000;13000;53;70;59;59;57;71;56;40;48;68;91;85;81;74;71;70;80;73;70;58;55;20;71;66;68;65;19;21;17;7;11;12;6;6;108;26;1
3451;27;189;88;17500000;50000;72;55;77;74;41;71;47;22;63;73;80;81;63;81;60;58;88;80;77;31;71;80;68;55;32;68;82;81;85;8;12;10;7;7;93;22;1
4856;23;191;89;19500000;21000;31;45;76;74;24;58;35;23;63;75;51;58;52;70;40;59;81;66;84;44;73;76;33;57;33;73;77;79;77;7;6;14;7;7;95;20;1
3841;25;188;85;12500000;39000;63;41;78;72;34;63;65;69;69;67;62;68;62;76;55;67;77;72;82;62;83;75;56;60;58;67;78;79;77;13;13;14;14;8;48;22;2
7622;27;184;74;2000000;14000;74;64;42;73;48;73;77;76;71;71;69;68;75;68;77;75;60;67;70;74;58;26;67;72;66;71;28;45;42;5;6;13;8;8;34;28;1
667;19;185;82;300000;850;15;10;16;31;19;18;25;16;38;22;45;48;33;55;52;43;56;31;55;14;29;15;8;44;20;42;21;17;18;56;54;57;52;58;60;16;1
167;24;183;71;6500000;35000;51;78;63;64;76;74;65;54;61;74;87;88;79;77;72;75;79;73;66;70;63;20;75;53;75;69;18;28;16;8;6;9;5;11;26;26;1
6202;19;189;86;1300000;750;23;66;57;60;54;64;44;32;42;65;74;76;61;61;64;58;71;54;66;55;37;14;62;43;59;53;12;14;12;13;14;11;14;9;95;25;1
30;20;186;80;3400000;36000;48;71;69;64;66;67;60;37;50;71;66;74;62;63;62;74;78;60;78;62;65;22;65;58;60;55;28;23;21;8;9;10;11;10;60;16;1
9;21;179;67;7000000;13000;68;71;44;71;57;79;63;43;63;73;82;87;84;64;71;64;60;65;54;61;40;29;65;66;59;70;37;40;37;8;6;8;12;13;60;4;1
5931;19;185;74;275000;4000;35;43;51;52;36;31;37;33;54;39;52;53;49;54;51;55;57;55;66;29;59;53;35;38;66;50;55;55;54;13;13;15;11;11;60;16;1
2388;20;189;75;1800000;3000;26;25;66;59;27;43;35;28;51;54;60;62;54;62;43;44;73;54;75;23;66;64;27;30;48;62;66;69;68;14;14;12;8;13;36;16;2
6169;21;176;72;4900000;23000;44;74;65;70;66;74;56;47;46;72;77;78;76;73;83;75;79;63;72;65;59;22;74;64;58;71;22;18;21;5;6;12;6;14;60;14;1
2108;19;185;75;850000;900;43;52;55;70;42;54;48;41;68;66;47;52;57;56;53;56;59;69;66;55;66;55;49;53;48;51;53;68;62;10;9;7;9;12;9;26;2
2141;28;181;75;925000;3000;71;36;60;64;37;58;61;60;60;66;62;58;59;64;64;53;68;69;66;48;65;66;56;52;42;57;65;66;65;6;11;15;13;6;9;18;1
4344;18;186;80;1900000;1000;55;29;63;67;37;57;31;30;60;62;59;52;56;64;54;55;67;66;65;37;66;67;34;47;32;62;65;68;67;9;14;8;14;15;93;26;1
3430;22;169;69;5500000;12000;65;65;48;62;73;82;65;49;56;72;88;89;77;70;86;66;59;63;44;63;41;25;70;55;66;65;22;35;28;8;14;6;14;10;26;8;1
2123;32;183;83;1100000;5000;57;71;68;64;64;66;49;46;50;67;69;70;70;70;57;69;75;76;72;66;30;26;70;63;70;55;32;21;19;13;10;9;8;9;9;25;2
4612;21;183;74;1100000;6000;59;58;49;59;48;64;63;68;54;62;76;79;65;55;67;62;63;67;58;65;34;26;58;58;61;57;29;33;30;14;12;6;12;7;42;16;2
3957;19;191;73;3800000;12000;34;30;70;74;29;62;28;25;73;67;83;89;78;65;54;56;86;67;79;35;78;69;29;38;30;66;65;69;67;5;14;13;10;11;95;16;2
6074;26;176;74;11500000;57000;71;79;65;74;73;78;56;53;60;78;83;87;82;70;73;75;78;76;68;75;66;31;78;70;71;73;25;23;18;14;7;6;8;15;5;26;1
4880;20;182;70;3000000;30000;68;55;53;70;54;69;75;67;69;68;72;74;76;70;74;68;68;78;68;62;88;64;66;71;56;73;64;68;67;9;5;10;11;7;62;16;1
3808;21;186;81;20000000;24000;46;30;70;70;26;52;31;38;68;67;80;85;63;75;58;41;87;69;86;29;76;75;36;47;36;79;78;80;76;9;12;12;13;10;88;22;2
2120;33;176;69;875000;4000;69;68;44;65;52;68;64;76;60;69;78;78;72;60;80;78;63;69;63;66;67;48;66;64;70;57;37;50;42;12;6;12;7;11;9;23;2
3719;29;188;79;14000000;31000;73;82;73;79;77;73;83;80;69;80;72;66;66;81;65;78;81;74;73;78;54;31;80;81;71;73;27;35;22;6;12;7;12;16;93;14;1
3433;31;173;63;3500000;16000;68;69;59;70;74;76;76;69;67;80;74;74;86;74;80;69;62;58;49;73;62;38;75;74;74;75;46;44;33;11;7;14;9;14;108;26;1
4990;21;181;70;2700000;9000;60;43;56;74;43;64;62;71;74;70;68;64;68;66;82;62;51;76;35;54;69;59;62;67;56;68;57;62;65;7;11;7;12;8;9;26;1
164;22;173;65;3600000;26000;59;62;53;68;58;78;69;59;61;73;91;88;88;65;88;73;61;72;54;67;52;30;65;64;67;62;32;24;22;6;9;8;7;7;36;26;2
7247;18;177;71;250000;600;48;28;36;48;22;63;37;36;46;48;81;78;76;46;55;42;50;62;48;32;65;50;49;38;43;39;52;44;46;7;10;15;11;5;36;26;1
5145;23;186;79;8500000;17000;25;29;68;70;46;42;22;21;60;65;60;72;56;75;63;42;75;62;76;44;75;75;31;40;38;61;74;79;73;14;7;12;12;14;9;26;1
4103;18;180;70;375000;700;44;30;47;52;31;58;28;30;49;55;65;62;57;54;68;22;47;57;48;25;53;57;37;31;42;46;53;57;59;12;9;11;8;8;23;16;2
2010;26;175;72;2500000;7000;59;54;60;75;48;63;42;54;72;67;67;68;73;72;70;64;68;77;63;60;72;71;52;59;49;61;70;68;65;7;10;9;14;13;88;26;1
6985;27;185;69;1300000;5000;57;67;65;62;66;69;72;46;46;69;69;73;73;70;62;72;71;63;66;66;59;19;71;58;66;66;19;16;15;12;9;12;10;14;91;26;1
4624;22;183;76;2700000;9000;58;62;49;72;54;73;63;53;65;70;78;65;68;68;62;78;66;80;60;71;53;51;65;65;54;66;55;58;59;13;8;10;9;7;19;10;1
1968;22;189;83;3600000;10000;12;12;12;20;10;11;11;12;20;10;50;50;51;69;48;50;66;44;68;10;22;11;10;50;15;40;12;13;12;70;71;67;69;73;9;13;1
1069;29;177;73;400000;1000;59;57;47;61;56;61;58;60;56;59;75;76;79;55;77;59;57;52;52;54;41;26;60;58;62;58;35;42;54;13;7;13;8;8;31;26;1
6693;35;185;72;800000;7000;42;33;76;65;40;48;51;42;62;60;48;64;66;62;59;42;75;64;72;37;78;76;44;46;47;70;76;76;75;10;15;13;15;8;24;26;1
1474;21;195;79;5000000;12000;54;63;58;75;45;72;64;43;72;73;58;82;67;70;55;63;68;77;73;60;72;69;67;72;43;72;66;69;63;12;11;12;5;10;129;24;2
2364;21;188;81;3600000;5000;10;7;11;25;8;12;12;11;26;15;23;25;29;66;40;59;55;26;64;9;24;12;7;65;17;62;9;9;10;72;65;79;71;73;93;13;1
7104;20;184;74;1600000;3000;59;60;54;60;60;65;59;49;56;66;79;75;74;63;59;59;67;60;57;54;42;17;63;59;55;56;20;28;23;14;11;13;5;10;95;26;1
432;22;177;69;2200000;13000;64;67;52;54;52;71;46;43;41;74;85;88;71;74;72;73;62;73;46;45;44;23;65;56;58;66;23;44;34;6;14;7;8;8;1;26;1
2126;27;171;62;1300000;6000;66;67;54;64;61;70;58;46;63;71;71;75;74;68;85;68;66;53;62;71;39;44;67;60;58;63;44;39;34;5;12;6;12;13;9;26;1
4082;24;182;76;2400000;9000;44;53;61;74;46;67;62;45;71;73;62;56;68;64;66;55;72;83;74;57;76;64;48;63;61;68;62;68;67;14;12;11;7;8;23;29;1
2772;23;185;75;1600000;4000;60;57;57;69;58;66;57;48;68;68;73;67;69;65;65;78;66;77;72;72;70;63;60;65;47;60;59;58;63;11;14;5;10;13;64;29;2
1212;22;180;71;1500000;3000;55;46;55;66;52;65;63;36;63;66;77;74;68;61;77;60;71;75;61;55;66;63;48;63;45;58;62;63;65;8;14;14;10;12;100;26;1
24;22;180;79;350000;2000;57;29;50;52;25;58;33;31;32;52;65;59;57;54;66;22;58;55;59;22;56;56;56;36;34;37;51;53;56;10;10;6;9;11;60;16;2
5026;28;171;68;775000;5000;64;42;39;62;41;62;57;33;44;59;89;69;85;62;86;54;51;84;41;49;55;59;41;47;42;56;52;58;63;13;13;8;5;7;93;26;1
6702;29;176;70;4900000;12000;75;49;55;73;29;76;70;73;65;78;81;78;76;71;76;60;73;74;64;59;82;76;69;69;67;68;67;71;74;8;12;6;14;14;1;1;2
