Team;TeamId;Link;PlayerId
Norwich City;4;/player/253971/tom-dickson-peters/240028/;56
Norwich City;4;/player/198904/grant-hanley/240028/;57
Norwich City;4;/player/233705/jacob-sorensen/240028/;58
Southampton;3;/player/243585/gavin-bazunu/240028/;59
Southampton;3;/player/227927/kyle-walker-peters/240028/;60
Southampton;3;/player/252793/taylor-harwood-bellis/240028/;61
Southampton;3;/player/220570/jan-bednarek/240028/;62
Southampton;3;/player/226012/ryan-manning/240028/;63
Southampton;3;/player/240097/flynn-downes/240028/;64
Southampton;3;/player/237916/will-smallbone/240028/;65
Southampton;3;/player/202282/stuart-armstrong/240028/;66
Southampton;3;/player/257612/sekou-mara/240028/;67
Southampton;3;/player/221841/adam-armstrong/240028/;68
Southampton;3;/player/263953/samuel-edozie/240028/;69
Southampton;3;/player/226093/che-adams/240028/;70
Southampton;3;/player/207807/ryan-fraser/240028/;71
Southampton;3;/player/213693/joe-rothwell/240028/;72
Southampton;3;/player/231044/joe-aribo/240028/;73
Southampton;3;/player/202697/jack-stephens/240028/;74
Southampton;3;/player/222156/james-bree/240028/;75
Southampton;3;/player/189324/alex-mccarthy/240028/;76
Southampton;3;/player/276695/shea-charles/240028/;77
Southampton;3;/player/220196/david-brooks/240028/;78
Southampton;3;/player/256035/kamaldeen-sulemana/240028/;79
Southampton;3;/player/277561/samuel-amo-ameyaw/240028/;80
Southampton;3;/player/279497/tyler-dibling/240028/;81
Southampton;3;/player/217096/joe-lumley/240028/;82
Southampton;3;/player/278957/jayden-meghoma/240028/;83
Southampton;3;/player/236325/jake-vokins/240028/;84
Southampton;3;/player/279579/cam-bragg/240028/;85
Southampton;3;/player/276120/nico-lawrence/240028/;86
Southampton;3;/player/244319/ross-stewart/240028/;87
Southampton;3;/player/271669/juan-larios-lopez/240028/;88
Leeds United;2;/player/242656/illan-meslier/240028/;89
Leeds United;2;/player/270208/archie-gray/240028/;90
Leeds United;2;/player/229266/joe-rodon/240028/;91
Leeds United;2;/player/235735/ethan-ampadu/240028/;92
Leeds United;2;/player/241184/hector-junior-firpo-adames/240028/;93
Leeds United;2;/player/248384/ilia-gruev/240028/;94
Leeds United;2;/player/213654/glen-kamara/240028/;95
Leeds United;2;/player/258906/wilfried-gnonto/240028/;96
Leeds United;2;/player/251954/crysencio-summerville/240028/;97
Leeds United;2;/player/247249/joel-piroe/240028/;98
Leeds United;2;/player/245637/georginio-rutter/240028/;99
Leeds United;2;/player/206534/patrick-bamford/240028/;100
Leeds United;2;/player/232104/daniel-james/240028/;101
Leeds United;2;/player/243669/jaidon-anthony/240028/;102
Leeds United;2;/player/246053/joe-gelhardt/240028/;103
Leeds United;2;/player/225147/connor-roberts/240028/;104
Leeds United;2;/player/189456/liam-cooper/240028/;105
Leeds United;2;/player/237935/kristoffer-klaesson/240028/;106
Leeds United;2;/player/245715/jamie-shackleton/240028/;107
Leeds United;2;/player/254121/charlie-cresswell/240028/;108
Leeds United;2;/player/270206/mateo-joseph/240028/;109
Leeds United;2;/player/263734/diogo-pinheiro-monteiro/240028/;110
Leeds United;2;/player/266074/sonny-perkins/240028/;111
Leeds United;2;/player/208892/sam-byram/240028/;112
Leeds United;2;/player/193331/karl-darlow/240028/;113
Leeds United;2;/player/239360/pascal-struijk/240028/;114
Leeds United;2;/player/203570/stuart-dallas/240028/;115
Preston North End;11;/player/222514/freddie-woodman/240028/;116
Preston North End;11;/player/206653/brad-potts/240028/;117
Preston North End;11;/player/235464/jordan-storey/240028/;118
Preston North End;11;/player/215638/liam-lindsay/240028/;119
Preston North End;11;/player/214906/andrew-hughes/240028/;120
Preston North End;11;/player/240925/liam-millar/240028/;121
Preston North End;11;/player/225071/ben-whiteman/240028/;122
Preston North End;11;/player/216464/alan-browne/240028/;123
Preston North End;11;/player/243876/mads-frokjaer/240028/;124
Preston North End;11;/player/231616/emil-riis/240028/;125
Preston North End;11;/player/201911/will-keane/240028/;126
Preston North End;11;/player/263230/milutin-osmajic/240028/;127
Preston North End;11;/player/213948/duane-holmes/240028/;128
Preston North End;11;/player/243520/ali-mccann/240028/;129
Preston North End;11;/player/222836/ryan-ledson/240028/;130
Preston North End;11;/player/201884/robbie-brady/240028/;131
Preston North End;11;/player/198190/greg-cunningham/240028/;132
Preston North End;11;/player/190179/david-cornell/240028/;133
Preston North End;11;/player/211166/jack-whatmough/240028/;134
Preston North End;11;/player/276967/layton-stewart/240028/;135
Preston North End;11;/player/204496/patrick-bauer/240028/;136
Preston North End;11;/player/277286/kian-best/240028/;137
Preston North End;11;/player/236248/ben-woodburn/240028/;138
Preston North End;11;/player/276466/felipe-rodriguez-gentile/240028/;139
Preston North End;11;/player/277325/josh-seary/240028/;140
Preston North End;11;/player/272705/noah-mawene/240028/;141
Preston North End;11;/player/276910/kian-taylor/240028/;142
Preston North End;11;/player/272986/kaedyn-kamara/240028/;143
Preston North End;11;/player/186127/ched-evans/240028/;144
Preston North End;11;/player/272315/finlay-cross-adair/240028/;145
Leicester City;1;/player/246158/mads-hermansen/240028/;146
Leicester City;1;/player/210243/ricardo-barbosa-pereira/240028/;147
Leicester City;1;/player/235036/wout-faes/240028/;148
Leicester City;1;/player/202849/jannik-vestergaard/240028/;149
Leicester City;1;/player/231554/james-justin/240028/;150
Leicester City;1;/player/222400/harry-winks/240028/;151
Leicester City;1;/player/226790/wilfred-ndidi/240028/;152
Leicester City;1;/player/237386/kiernan-dewsbury-hall/240028/;153
Leicester City;1;/player/267680/abdul-fatawu/240028/;154
Leicester City;1;/player/225719/kelechi-iheanacho/240028/;155
Leicester City;1;/player/225783/stephy-mavididi/240028/;156
Leicester City;1;/player/208830/jamie-vardy/240028/;157
Leicester City;1;/player/265801/kasey-mcateer/240028/;158
Leicester City;1;/player/272651/tom-cannon/240028/;159
Leicester City;1;/player/228332/hamza-choudhury/240028/;160
Leicester City;1;/player/202048/conor-coady/240028/;161
Leicester City;1;/player/263390/callum-doyle/240028/;162
Leicester City;1;/player/239772/jakub-stolarczyk/240028/;163
Leicester City;1;/player/239892/yunus-akgun/240028/;164
Leicester City;1;/player/183130/marc-albrighton/240028/;165
Leicester City;1;/player/199652/dennis-praet/240028/;166
Leicester City;1;/player/241202/patson-daka/240028/;167
Leicester City;1;/player/267867/wanya-marcal-madivadua/240028/;168
Leicester City;1;/player/270944/ben-nelson/240028/;169
Leicester City;1;/player/207998/danny-ward/240028/;170
Leicester City;1;/player/229901/harry-souttar/240028/;171
Leicester City;1;/player/271693/tawanda-maswanhise/240028/;172
Leicester City;1;/player/267868/sammy-braybrooke/240028/;173
Leicester City;1;/player/271218/will-alves/240028/;174
Leicester City;1;/player/272369/joe-wormleighton/240028/;175
Blackburn Rovers;12;/player/240595/aynsley-pears/240028/;176
Blackburn Rovers;12;/player/232185/callum-brittain/240028/;177
Blackburn Rovers;12;/player/221281/dominic-hyam/240028/;178
Blackburn Rovers;12;/player/173671/kyle-mcfadzean/240028/;179
Blackburn Rovers;12;/player/256556/ben-chrisene/240028/;180
Blackburn Rovers;12;/player/212099/sondre-tronstad/240028/;181
Blackburn Rovers;12;/player/256358/jake-garrett/240028/;182
Blackburn Rovers;12;/player/264120/andrew-moran/240028/;183
Blackburn Rovers;12;/player/257063/tyrhys-dolan/240028/;184
Blackburn Rovers;12;/player/220139/sammie-szmodics/240028/;185
Blackburn Rovers;12;/player/213905/sam-gallagher/240028/;186
Blackburn Rovers;12;/player/273771/semir-telalovic/240028/;187
Blackburn Rovers;12;/player/189177/john-fleck/240028/;188
Blackburn Rovers;12;/player/242749/john-buckley/240028/;189
Blackburn Rovers;12;/player/257400/yasin-ayari/240028/;190
Blackburn Rovers;12;/player/231540/scott-wharton/240028/;191
Blackburn Rovers;12;/player/254588/billy-koumetio/240028/;192
Blackburn Rovers;12;/player/243158/leopold-wahlstedt/240028/;193
Blackburn Rovers;12;/player/242751/hayden-carter/240028/;194
Blackburn Rovers;12;/player/246349/dilan-markanday/240028/;195
Blackburn Rovers;12;/player/238336/joe-rankin-costello/240028/;196
Blackburn Rovers;12;/player/278920/tom-atcheson/240028/;197
Blackburn Rovers;12;/player/251522/joe-hilton/240028/;198
Blackburn Rovers;12;/player/264746/harry-leonard/240028/;199
Blackburn Rovers;12;/player/256366/zak-gilsenan/240028/;200
Blackburn Rovers;12;/player/266095/connor-oriordan/240028/;201
Blackburn Rovers;12;/player/238196/arnor-sigurdhsson/240028/;202
Blackburn Rovers;12;/player/235770/harry-pickering/240028/;203
Blackburn Rovers;12;/player/218343/ryan-hedges/240028/;204
Blackburn Rovers;12;/player/248534/sam-barnes/240028/;205
Stoke City;7;/player/202125/jack-bonham/240028/;206
Stoke City;7;/player/222528/lynden-gooch/240028/;207
Stoke City;7;/player/247395/luke-mcnally/240028/;208
Stoke City;7;/player/212487/michael-rose/240028/;209
Stoke City;7;/player/230136/jordan-thompson/240028/;210
Stoke City;7;/player/244050/wouter-burger/240028/;211
Stoke City;7;/player/253461/luke-cundle/240028/;212
Stoke City;7;/player/217826/josh-laurent/240028/;213
Stoke City;7;/player/243401/andre-filipe-cunha-vidigal/240028/;214
Stoke City;7;/player/228639/ryan-mmaee/240028/;215
Stoke City;7;/player/226430/sead-haksabanovic/240028/;216
Stoke City;7;/player/232381/wesley-moraes-ferreira-da-silva/240028/;217
Stoke City;7;/player/213689/ben-pearson/240028/;218
Stoke City;7;/player/240660/mehdi-leris/240028/;219
Stoke City;7;/player/201887/daniel-johnson/240028/;220
Stoke City;7;/player/192546/enda-stevens/240028/;221
Stoke City;7;/player/246763/ki-jana-hoever/240028/;222
Stoke City;7;/player/169493/frank-fielding/240028/;223
Stoke City;7;/player/259869/junior-tchamadeu/240028/;224
Stoke City;7;/player/258093/million-manhoef/240028/;225
Stoke City;7;/player/266774/jun-ho-bae/240028/;226
Stoke City;7;/player/277900/nikola-jojic/240028/;227
Stoke City;7;/player/183129/ciaran-clark/240028/;228
Stoke City;7;/player/228410/daniel-iversen/240028/;229
Stoke City;7;/player/274472/nathan-lowe/240028/;230
Stoke City;7;/player/234177/niall-ennis/240028/;231
Stoke City;7;/player/277365/sol-sidibe/240028/;232
Stoke City;7;/player/238389/ben-wilmot/240028/;233
Stoke City;7;/player/211504/lewis-baker/240028/;234
Stoke City;7;/player/240783/tyrese-campbell/240028/;235
Watford;9;/player/170008/ben-hamer/240028/;236
Watford;9;/player/270371/ryan-andrews/240028/;237
Watford;9;/player/240439/ryan-porteous/240028/;238
Watford;9;/player/216774/wesley-hoedt/240028/;239
Watford;9;/player/231292/jamal-lewis/240028/;240
Watford;9;/player/189059/jake-livermore/240028/;241
Watford;9;/player/242217/edo-kayembe/240028/;242
Watford;9;/player/264207/ismael-kone/240028/;243
Watford;9;/player/271464/yaser-asprilla/240028/;244
Watford;9;/player/272853/mileta-rajovic/240028/;245
Watford;9;/player/241168/giorgi-chakvetadze/240028/;246
Watford;9;/player/213750/ken-sema/240028/;247
Watford;9;/player/246832/vakoun-issouf-bayo/240028/;248
Watford;9;/player/273458/matheus-martins/240028/;249
Watford;9;/player/233048/tom-dele-bashiru/240028/;250
Watford;9;/player/246695/mattie-pollock/240028/;251
Watford;9;/player/268530/james-morris/240028/;252
Watford;9;/player/209532/daniel-bachmann/240028/;253
Watford;9;/player/247623/jeremy-ngakia/240028/;254
Watford;9;/player/228681/francisco-sierralta/240028/;255
Watford;9;/player/200521/tom-ince/240028/;256
Watford;9;/player/239015/emmanuel-dennis/240028/;257
Watford;9;/player/273540/tobi-adeyemo/240028/;258
Watford;9;/player/275272/myles-roberts/240028/;259
Watford;9;/player/276582/james-collins/240028/;260
Watford;9;/player/277366/alfie-marriott/240028/;261
Watford;9;/player/254807/kwadwo-baah/240028/;262
Middlesbrough;5;/player/232110/tom-glover/240028/;263
Middlesbrough;5;/player/186156/luke-ayling/240028/;264
Middlesbrough;5;/player/229682/dael-fry/240028/;265
Middlesbrough;5;/player/259442/rav-van-den-berg/240028/;266
Middlesbrough;5;/player/260842/lukas-engel/240028/;267
Middlesbrough;5;/player/183422/jonny-howson/240028/;268
Middlesbrough;5;/player/227806/daniel-barlaser/240028/;269
Middlesbrough;5;/player/253055/isaiah-jones/240028/;270
Middlesbrough;5;/player/252066/finn-azaz/240028/;271
Middlesbrough;5;/player/253054/hayden-hackney/240028/;272
Middlesbrough;5;/player/237295/emmanuel-latte-lath/240028/;273
Middlesbrough;5;/player/261432/josh-coburn/240028/;274
Middlesbrough;5;/player/233487/riley-mcgree/240028/;275
Middlesbrough;5;/player/236530/lewis-obrien/240028/;276
Middlesbrough;5;/player/253407/sam-greenwood/240028/;277
Middlesbrough;5;/player/213697/paddy-mcnair/240028/;278
Middlesbrough;5;/player/262255/alex-bangura/240028/;279
Middlesbrough;5;/player/239358/seny-dieng/240028/;280
Middlesbrough;5;/player/211009/darragh-lenihan/240028/;281
Middlesbrough;5;/player/254470/luke-thomas/240028/;282
Middlesbrough;5;/player/241523/marcus-forss/240028/;283
Middlesbrough;5;/player/251176/samuel-silvera/240028/;284
Middlesbrough;5;/player/260402/alex-gilbert/240028/;285
Middlesbrough;5;/player/259751/matthew-hoppe/240028/;286
Middlesbrough;5;/player/182365/jamie-jones/240028/;287
Middlesbrough;5;/player/71162/luke-woolston/240028/;288
Middlesbrough;5;/player/279251/law-mccabe/240028/;289
Middlesbrough;5;/player/203783/tommy-smith/240028/;290
Middlesbrough;5;/player/221600/matt-clarke/240028/;291
Middlesbrough;5;/player/232413/anfernee-dijksteel/240028/;292
West Bromwich Albion;8;/player/223909/alex-palmer/240028/;293
West Bromwich Albion;8;/player/223877/darnell-furlong/240028/;294
West Bromwich Albion;8;/player/186158/kyle-bartley/240028/;295
West Bromwich Albion;8;/player/235458/cedric-kipre/240028/;296
West Bromwich Albion;8;/player/203751/conor-townsend/240028/;297
West Bromwich Albion;8;/player/205201/okay-yokuslu/240028/;298
West Bromwich Albion;8;/player/213798/alex-mowatt/240028/;299
West Bromwich Albion;8;/player/205970/jed-wallace/240028/;300
West Bromwich Albion;8;/player/231436/grady-diangana/240028/;301
West Bromwich Albion;8;/player/211506/john-swift/240028/;302
West Bromwich Albion;8;/player/235744/brandon-thomas-asante/240028/;303
West Bromwich Albion;8;/player/278925/akeel-higgins/240028/;304
West Bromwich Albion;8;/player/205897/nathaniel-chalobah/240028/;305
West Bromwich Albion;8;/player/236344/jayson-molumby/240028/;306
West Bromwich Albion;8;/player/264371/tom-fellows/240028/;307
West Bromwich Albion;8;/player/178567/erik-pieters/240028/;308
West Bromwich Albion;8;/player/244625/gonzalo-avila-gordon/240028/;309
West Bromwich Albion;8;/player/252773/josh-griffiths/240028/;310
West Bromwich Albion;8;/player/207952/semi-ajayi/240028/;311
West Bromwich Albion;8;/player/194017/andreas-weimann/240028/;312
West Bromwich Albion;8;/player/204215/adam-reach/240028/;313
West Bromwich Albion;8;/player/238505/michael-johnston/240028/;314
West Bromwich Albion;8;/player/187052/yann-mvila/240028/;315
West Bromwich Albion;8;/player/278101/callum-marshall/240028/;316
West Bromwich Albion;8;/player/271560/reyes-cleary/240028/;317
West Bromwich Albion;8;/player/278960/josh-shaw/240028/;318
West Bromwich Albion;8;/player/184037/martin-kelly/240028/;319
West Bromwich Albion;8;/player/255043/daryl-dike/240028/;320
West Bromwich Albion;8;/player/235161/josh-maja/240028/;321
West Bromwich Albion;8;/player/188166/matt-phillips/240028/;322
Coventry City;10;/player/225543/brad-collins/240028/;323
Coventry City;10;/player/251626/milan-van-ewijk/240028/;324
Coventry City;10;/player/257253/bobby-thomas/240028/;325
Coventry City;10;/player/246873/liam-kitching/240028/;326
Coventry City;10;/player/196952/jake-bidwell/240028/;327
Coventry City;10;/player/233047/joel-latibeaudiere/240028/;328
Coventry City;10;/player/241645/victor-torp/240028/;329
Coventry City;10;/player/254910/tatsuhiro-sakamoto/240028/;330
Coventry City;10;/player/238743/haji-wright/240028/;331
Coventry City;10;/player/238058/callum-ohare/240028/;332
Coventry City;10;/player/187157/matt-godden/240028/;333
Coventry City;10;/player/251198/ellis-simms/240028/;334
Coventry City;10;/player/251555/josh-eccles/240028/;335
Coventry City;10;/player/225441/kasey-palmer/240028/;336
Coventry City;10;/player/213147/jamie-allen/240028/;337
Coventry City;10;/player/186449/liam-kelly/240028/;338
Coventry City;10;/player/232755/jay-dasilva/240028/;339
Coventry City;10;/player/204825/ben-wilson/240028/;340
Coventry City;10;/player/225779/ben-sheaf/240028/;341
Coventry City;10;/player/245900/luis-binks/240028/;342
Coventry City;10;/player/277656/bradley-stretton/240028/;343
Coventry City;10;/player/194150/simon-moore/240028/;344
Coventry City;10;/player/251272/fabio-andre-tavares-desiderio/240028/;345
Coventry City;10;/player/278921/dermi-lusala/240028/;346
Coventry City;10;/player/254293/cian-tyler/240028/;347
Coventry City;10;/player/277355/evan-eghosa/240028/;348
Coventry City;10;/player/277657/kai-andrews/240028/;349
Coventry City;10;/player/277271/isaac-moore/240028/;350
Millwall;14;/player/231028/matija-sarkic/240028/;351
Millwall;14;/player/260653/brooke-norton-cuffy/240028/;352
Millwall;14;/player/200689/ryan-leonard/240028/;353
Millwall;14;/player/228225/wes-harding/240028/;354
Millwall;14;/player/216481/jake-cooper/240028/;355
Millwall;14;/player/208024/murray-wallace/240028/;356
Millwall;14;/player/216270/george-honeyman/240028/;357
Millwall;14;/player/251560/billy-mitchell/240028/;358
Millwall;14;/player/216268/duncan-watmore/240028/;359
Millwall;14;/player/198437/tom-bradshaw/240028/;360
Millwall;14;/player/239373/zian-flemming/240028/;361
Millwall;14;/player/225317/kevin-nisbet/240028/;362
Millwall;14;/player/231423/casper-de-norre/240028/;363
Millwall;14;/player/204412/george-saville/240028/;364
Millwall;14;/player/233484/allan-campbell/240028/;365
Millwall;14;/player/193549/shaun-hutchinson/240028/;366
Millwall;14;/player/203505/joe-bryan/240028/;367
Millwall;14;/player/155871/bartosz-bialkowski/240028/;368
Millwall;14;/player/239443/danny-mcnamara/240028/;369
Millwall;14;/player/250825/ryan-longman/240028/;370
Millwall;14;/player/236600/japhet-tanganga/240028/;371
Millwall;14;/player/242265/michael-obafemi/240028/;372
Millwall;14;/player/271675/adam-mayor/240028/;373
Millwall;14;/player/263271/aidomo-emakhu/240028/;374
Millwall;14;/player/273616/romain-esse/240028/;375
Millwall;14;/player/225511/connal-trueman/240028/;376
Millwall;14;/player/278916/tom-leahy/240028/;377
Millwall;14;/player/70028/shamar-lawson/240028/;378
Millwall;14;/player/71067/george-walker/240028/;379
Millwall;14;/player/266506/nana-boateng/240028/;380
Cardiff City;13;/player/204354/jak-alnwick/240028/;381
Cardiff City;13;/player/223905/perry-ng/240028/;382
Cardiff City;13;/player/229703/dimitrios-goutas/240028/;383
Cardiff City;13;/player/240926/nathaniel-phillips/240028/;384
Cardiff City;13;/player/241135/jamilu-collins/240028/;385
Cardiff City;13;/player/236773/manolis-siopis/240028/;386
Cardiff City;13;/player/227929/ryan-wintle/240028/;387
Cardiff City;13;/player/204464/joe-ralls/240028/;388
Cardiff City;13;/player/237809/josh-bowler/240028/;389
Cardiff City;13;/player/246296/kion-etete/240028/;390
Cardiff City;13;/player/225668/karlan-grant/240028/;391
Cardiff City;13;/player/233730/yakou-meite/240028/;392
Cardiff City;13;/player/192495/romaine-sawyers/240028/;393
Cardiff City;13;/player/257437/rubin-colwill/240028/;394
Cardiff City;13;/player/269175/ollie-tanner/240028/;395
Cardiff City;13;/player/248405/mark-mcguinness/240028/;396
Cardiff City;13;/player/211966/mahlon-romeo/240028/;397
Cardiff City;13;/player/219736/ethan-horvath/240028/;398
Cardiff City;13;/player/234111/david-turnbull/240028/;399
Cardiff City;13;/player/206518/callum-robinson/240028/;400
Cardiff City;13;/player/212454/callum-odowda/240028/;401
Cardiff City;13;/player/223283/famara-diedhiou/240028/;402
Cardiff City;13;/player/277584/joel-colwill/240028/;403
Cardiff City;13;/player/264681/joshua-wilson-esbrand/240028/;404
Cardiff City;13;/player/264695/oliver-denham/240028/;405
Cardiff City;13;/player/70245/raheem-conte/240028/;406
Cardiff City;13;/player/70026/cian-ashford/240028/;407
Cardiff City;13;/player/277586/matthew-turner/240028/;408
Cardiff City;13;/player/277587/jacob-dennis/240028/;409
Cardiff City;13;/player/186561/aaron-ramsey/240028/;410
Swansea City;17;/player/263339/carl-rushworth/240028/;411
Swansea City;17;/player/236551/harry-darling/240028/;412
Swansea City;17;/player/248687/ben-cabango/240028/;413
Swansea City;17;/player/245153/nathan-wood/240028/;414
Swansea City;17;/player/232759/josh-tymon/240028/;415
Swansea City;17;/player/221890/jay-fulton/240028/;416
Swansea City;17;/player/212118/matt-grimes/240028/;417
Swansea City;17;/player/233941/liam-cullen/240028/;418
Swansea City;17;/player/211384/jamal-lowe/240028/;419
Swansea City;17;/player/199960/jamie-paterson/240028/;420
Swansea City;17;/player/226507/jerry-yates/240028/;421
Swansea City;17;/player/263919/mykola-kuharevych/240028/;422
Swansea City;17;/player/184716/joe-allen/240028/;423
Swansea City;17;/player/248688/oliver-cooper/240028/;424
Swansea City;17;/player/260144/charlie-patino/240028/;425
Swansea City;17;/player/244870/josh-key/240028/;426
Swansea City;17;/player/272777/bashir-humphreys/240028/;427
Swansea City;17;/player/234260/andy-fisher/240028/;428
Swansea City;17;/player/186598/kyle-naughton/240028/;429
Swansea City;17;/player/239439/przemyslaw-placheta/240028/;430
Swansea City;17;/player/227995/liam-walsh/240028/;431
Swansea City;17;/player/275785/ronald-pereira-martins/240028/;432
Swansea City;17;/player/258805/harrison-ashby/240028/;433
Swansea City;17;/player/266303/azeem-abdulai/240028/;434
Swansea City;17;/player/278958/sam-parker/240028/;435
Swansea City;17;/player/259370/lewis-webb/240028/;436
Swansea City;17;/player/268306/cameron-congreve/240028/;437
Swansea City;17;/player/278779/charles-sagoe-jr/240028/;438
Swansea City;17;/player/268888/joel-cotterill/240028/;439
Swansea City;17;/player/222916/josh-ginnelly/240028/;440
Queens Park Rangers;16;/player/172723/asmir-begovic/240028/;441
Queens Park Rangers;16;/player/237000/reggie-cannon/240028/;442
Queens Park Rangers;16;/player/193011/steve-cook/240028/;443
Queens Park Rangers;16;/player/230774/jake-clarke-salter/240028/;444
Queens Park Rangers;16;/player/228120/kenneth-paal/240028/;445
Queens Park Rangers;16;/player/193942/jack-colback/240028/;446
Queens Park Rangers;16;/player/233957/sam-field/240028/;447
Queens Park Rangers;16;/player/225785/chris-willock/240028/;448
Queens Park Rangers;16;/player/238490/ilias-chair/240028/;449
Queens Park Rangers;16;/player/247279/lyndon-dykes/240028/;450
Queens Park Rangers;16;/player/272365/sinclair-armstrong/240028/;451
Queens Park Rangers;16;/player/208159/michael-frey/240028/;452
Queens Park Rangers;16;/player/241075/paul-smyth/240028/;453
Queens Park Rangers;16;/player/186783/albert-adomah/240028/;454
Queens Park Rangers;16;/player/242787/elijah-dixon-bonner/240028/;455
Queens Park Rangers;16;/player/235156/jimmy-dunne/240028/;456
Queens Park Rangers;16;/player/230815/osman-kakay/240028/;457
Queens Park Rangers;16;/player/205352/jordan-archer/240028/;458
Queens Park Rangers;16;/player/208806/morgan-fox/240028/;459
Queens Park Rangers;16;/player/206115/isaac-hayden/240028/;460
Queens Park Rangers;16;/player/257105/ziyad-larkeche/240028/;461
Queens Park Rangers;16;/player/277658/rayan-kolli/240028/;462
Queens Park Rangers;16;/player/274931/alexander-aoraha/240028/;463
Queens Park Rangers;16;/player/243393/taylor-richards/240028/;464
Queens Park Rangers;16;/player/261032/joe-hodge/240028/;465
Queens Park Rangers;16;/player/250804/joe-walsh/240028/;466
Queens Park Rangers;16;/player/265441/aaron-drewe/240028/;467
Queens Park Rangers;16;/player/276721/rafferty-pedder/240028/;468
Queens Park Rangers;16;/player/278027/steven-bala/240028/;469
Queens Park Rangers;16;/player/268544/murphy-mahoney/240028/;470
Sunderland;20;/player/246417/anthony-patterson/240028/;471
Sunderland;20;/player/266400/trai-hume/240028/;472
Sunderland;20;/player/215700/luke-onien/240028/;473
Sunderland;20;/player/243908/daniel-ballard/240028/;474
Sunderland;20;/player/251521/niall-huggins/240028/;475
Sunderland;20;/player/248473/pierre-ekwah/240028/;476
Sunderland;20;/player/221982/patrick-roberts/240028/;477
Sunderland;20;/player/258483/dan-neil/240028/;478
Sunderland;20;/player/270964/jobe-bellingham/240028/;479
Sunderland;20;/player/242908/jack-clarke/240028/;480
Sunderland;20;/player/265777/mason-burstow/240028/;481
Sunderland;20;/player/244731/nazariy-rusyn/240028/;482
Sunderland;20;/player/276425/luis-hemir-silva-semedo/240028/;483
Sunderland;20;/player/253102/adil-aouchiche/240028/;484
Sunderland;20;/player/262149/abdoullah-ba/240028/;485
Sunderland;20;/player/257270/timothee-pembele/240028/;486
Sunderland;20;/player/266467/jenson-seelt/240028/;487
